size,n_time,mean_time,median_time,std_time,ci95_low_time,ci95_high_time,throughput_Bps,n_power,mean_power,median_power,std_power,ci95_low_power,ci95_high_power,n_mem,mean_mem,median_mem,std_mem,ci95_low_mem,ci95_high_mem,energy_uJ,energy_per_byte_uJ,total_duty_cycle_energy_uJ,total_duty_cycle_energy_per_byte_uJ
624,428.0,2098.4369158878503,2098.0,1.993723599575284,2098.2474967376565,2098.626335038044,297364.1929740762,428.0,52.27782830046197,49.54648132059083,11.194934368677258,51.21422301684055,53.34143358408339,428.0,2782.504672897196,2716.0,203.4275097781841,2763.177487305166,2801.8318584892263,109.701724788136,0.1758040461348333,1099.701724788136,1.762342507673295
640,421.0,2117.769596199525,2117.0,2.093442614311196,2117.569046781816,2117.9701456172347,302204.73518390366,421.0,50.93985814256318,49.07906168549073,10.369420505079892,49.94647947048285,51.93323681464352,421.0,2772.365795724465,2716.0,235.9261873444765,2749.7643357317475,2794.9672557171834,107.87888280903712,0.1685607543891205,1097.8788828090371,1.7154357543891205
656,415.0,2136.742168674699,2136.0,1.9850966757465072,2136.550620862493,2136.933716486905,307009.4322174958,415.0,51.072634587001325,49.54648132059072,10.391887843552524,50.069890788454096,52.07537838554856,415.0,2783.513253012048,2716.0,206.85633931254915,2763.5530769055927,2803.473429118504,109.12905198735965,0.1663552621758531,1099.1290519873596,1.6755016036392678
672,443.0,2155.990970654628,2155.0,2.0885184310159826,2155.795952349416,2156.1859889598395,311689.6170469393,443.0,49.78071869980561,49.54648132059072,15.408026763977023,48.34197283022351,51.21946456938771,443.0,2779.5643340857787,2716.0,196.14800093953525,2761.24874244634,2797.879925725217,107.32678002947888,0.1597124702819626,1097.3267800294789,1.6329267559962484
688,422.0,2175.0284360189576,2174.0,1.984296286452396,2174.83856936106,2175.218302676856,316317.703532775,422.0,51.52913806663067,49.0790616854909,11.16979469073094,50.46036038367477,52.597915749586576,422.0,2763.6848341232226,2716.0,251.56856652796824,2739.613588672183,2787.756079574262,112.07734057846864,0.1629031113059137,1102.0773405784687,1.6018565996780068
704,417.0,2193.997601918465,2193.0,1.90078273472054,2193.814632751098,2194.180571085832,320875.46466979344,417.0,52.03153966835215,50.481320590790574,11.005479618494045,50.97215323481168,53.09092610189263,417.0,2776.199040767386,2716.0,230.9087007368946,2753.9717909403043,2798.426290594468,114.15707325649012,0.1621549336029689,1104.15707325649,1.5684049336029688
720,426.0,2213.4953051643192,2213.0,2.082131605903594,2213.29702009892,2213.6935902297187,325277.4010047203,426.0,50.85437851551821,48.61164205039108,10.090779829342464,49.89341575374059,51.81534127729584,426.0,2765.154929577465,2716.0,237.59179909915133,2742.528643472785,2787.7812156821446,112.56592809114878,0.1563415667932622,1102.5659280911489,1.5313415667932624
736,421.0,2232.270783847981,2231.0,1.9815401906034071,2232.080954554989,2232.460613140973,329709.1039875035,421.0,50.36696376795141,48.611642050390856,10.648695516166091,49.34683086794464,51.38709666795818,421.0,2768.8598574821854,2716.0,231.70845151566908,2746.662451777241,2791.0572631871296,112.43270169032776,0.1527618229488148,1102.4327016903278,1.4978705186009889
752,412.0,2251.7888349514565,2251.0,2.1379599166719903,2251.581782762127,2251.9958871407857,333956.7140256344,412.0,51.18585358447274,49.54648132059083,11.139012220516042,50.10708833296502,52.26461883598046,412.0,2763.2985436893205,2716.0,267.1238459921365,2737.428752257126,2789.168335121515,115.2597336089757,0.1532709223523612,1105.2597336089757,1.469760284054489
768,431.0,2270.7447795823664,2270.0,1.9859540230165549,2270.556760139501,2270.932799025232,338215.0239452493,431.0,50.07029497199043,49.54648132059072,13.09224707423669,48.830791452662055,51.3097984913188,431.0,2763.935034802784,2716.0,293.50912263851984,2736.1471700915126,2791.722899514056,113.69686091979646,0.1480427876559849,1103.6968609197966,1.437105287655985
784,424.0,2289.8938679245284,2289.0,2.00956580975696,2289.7020400138163,2290.0856958352406,342373.9462259827,424.0,51.69065865613163,49.54648132059083,11.337621914409926,50.60839883974389,52.77291847251937,424.0,2759.462264150944,2716.0,237.95975480811177,2736.7472466198883,2782.177281681999,118.36612228565576,0.1509771967929282,1108.3661222856558,1.4137322988337446
800,416.0,2309.012019230769,2308.0,2.0280799298940178,2308.816560571236,2309.2074778903025,346468.52997608663,416.0,52.17234595335157,50.481320590790574,11.21558905318341,51.09142997469589,53.253261932007256,416.0,2774.487980769231,2716.0,223.4674496655145,2752.9510346572183,2796.024926881244,120.46657387775456,0.1505832173471931,1110.4665738777546,1.3880832173471933
816,419.0,2328.1479713603817,2327.0,1.9969029703172911,2327.956211656955,2328.3397310638084,350493.1860165209,419.0,51.72851665771587,49.54648132059072,10.912377808119029,50.68061680315584,52.77641651227591,419.0,2770.6992840095463,2716.0,222.94426165145828,2749.2902690847022,2792.1082989343904,120.43164111814292,0.1475877954879202,1110.431641118143,1.3608230896055675
832,420.0,2347.4904761904763,2347.0,2.0938379332224364,2347.2896488641354,2347.691303516817,354421.03320060123,420.0,50.48465930246987,49.54648132059066,11.780683846180803,49.35473267264003,51.61458593229971,420.0,2762.6833333333334,2716.0,215.7170032640348,2741.9931603622504,2783.3735063044164,118.51225690626896,0.1424426164738809,1108.512256906269,1.332346462627727
848,428.0,2366.420560747664,2366.0,1.951579595270402,2366.235145603583,2366.605975891744,358347.1231048116,428.0,52.15005237217532,50.481320590790574,11.125668519636962,51.09302787952485,53.20707686482579,428.0,2780.4018691588785,2716.0,207.88797919421307,2760.6509045001667,2800.1528338175904,123.40895617758312,0.145529429454697,1113.4089561775831,1.3129822596433764
864,422.0,2385.599526066351,2385.0,1.9924560246107736,2385.4088786469188,2385.790173485783,362173.11018025817,422.0,51.997665331197645,49.54648132059083,11.28931479656419,50.91745141102199,53.0778792513733,422.0,2778.395734597156,2716.0,194.79221472540965,2759.757113415978,2797.0343557783344,124.04560577066182,0.143571302975303,1114.0456057706617,1.2894046363086362
880,422.0,2404.585308056872,2404.0,1.9128450102247128,2404.402278187973,2404.768337925772,365967.4693392856,422.0,51.99212718386234,50.01390095569059,10.672072770872768,50.97097383913208,53.0132805285926,422.0,2782.234597156398,2716.0,204.133705047784,2762.702138921045,2801.7670553917515,125.01950516093972,0.1420676195010678,1115.0195051609396,1.2670676195010677
896,421.0,2424.0071258907365,2423.0,2.0017722043038044,2423.81535839388,2424.1988933875937,369635.8770689471,421.0,51.15857944449829,49.54648132059072,10.591051148726752,50.143968809226735,52.17319007976985,421.0,2754.8954869358668,2716.0,315.7213637484844,2724.6497399421737,2785.14123392956,124.00876112391124,0.1384026351829366,1114.0087611239112,1.2433133494686508
912,413.0,2442.953995157385,2442.0,2.0230023755860933,2442.7583148462545,2443.149675468516,373318.5323210498,413.0,51.49425176128555,49.07906168549084,10.839943677906064,50.44572923994216,52.54277428262893,413.0,2765.1525423728813,2716.0,245.48722798046003,2741.40713419661,2788.8979505491525,125.79808806787274,0.1379365000744218,1115.7980880678726,1.2234628158638954
928,416.0,2462.21875,2462.0,1.978860418073207,2462.02803493053,2462.40946506947,376895.8383571728,416.0,51.83414088083936,50.481320590790574,11.76054039311315,50.70070455678527,52.96757720489346,416.0,2769.516826923077,2716.0,241.1062650398649,2746.2799186162765,2792.7537352298777,127.6269935669442,0.137529087895414,1117.6269935669443,1.2043394327230004
944,408.0,2481.419117647059,2481.0,2.038529895180669,2481.220723669178,2481.61751162494,380427.4712347358,408.0,52.144784586293206,50.24761077324058,10.613904858243956,51.11181724514327,53.17775192744314,408.0,2753.850490196078,2716.0,280.5982196741098,2726.542086665116,2781.158893727041,129.39306535801566,0.1370689251673894,1119.3930653580157,1.1857977387267116
